Composition,Glass_Forming,Composition_Length,num_elements
Fe41B5Mo4,True,9,3
Fe41B8F,True,7,3
Fe41B9,True,6,2
Fe41Cu30Ag29,True,12,3
Fe41Cu5B4,False,9,3
Fe41Ni41B18,True,11,3
Fe41Ni42B17,True,11,3
Fe41Ni5B4,False,9,3
Fe41Si2B7,True,9,3
Fe41SiB8,True,8,3
Fe41W2C7,False,8,3
Fe41W4C5,False,8,3
Fe42B33N25,True,10,3
Fe42B3Mo5,False,9,3
Fe42B3P5,False,8,3
Fe42Cu31Ag27,False,12,3
Fe42Cu41Ag17,False,12,3
Fe42Cu5B3,False,9,3
Fe42Ni5B3,False,9,3
Fe42SiB7,True,8,3
Fe43B2Mo5,False,9,3
Fe43B3Mo4,False,9,3
Fe43B6N,True,7,3
Fe43B7,True,6,2
Fe43BMo6,False,8,3
Fe43Cu5B2,False,9,3
Fe43Ni40B17,True,11,3
Fe43Ni43B14,True,11,3
Fe43Ni5B2,False,9,3
Fe43W2C5,False,8,3
Fe43W4C3,False,8,3
Fe44BMo5,False,8,3
Fe44Ni5B,False,8,3
Fe45BMo4,False,8,3
Fe45Cu31Ag24,False,12,3
Fe45W2C3,False,8,3
Fe46.2Ni30.8B23,True,15,3
Fe48Ni35B17,True,11,3
Fe4Ag21,False,7,2
Fe4B,True,4,2
Fe4Cu15Ag31,False,11,3
Fe4Ni16P5,True,9,3
Fe4P,True,4,2
Fe5.1Si16.8Pd78.1,True,17,3
Fe50Co33B17,True,11,3
Fe50Ni33B17,True,11,3
Fe51Cu23Ag26,False,12,3
Fe51Cu38Ag11,False,12,3
Fe52.5B24.5N23,True,14,3
Fe53.5Ni18B28.5,True,15,3
Fe53Ni30B17,True,11,3
Fe54.5Ni18.5B27,True,15,3
Fe54Ni29B17,True,11,3
Fe55Cu32Ag13,False,12,3
Fe56Ni19B25,True,11,3
Fe57Cu6Ag37,False,11,3
Fe57Ni19B24,True,11,3
Fe57Ni25B18,True,11,3
Fe58.5Ni20B21.5,True,15,3
Fe58Co25B17,True,11,3
Fe59.5Ni20B20.5,True,15,3
Fe59B10F31,False,10,3
Fe59B8F33,False,9,3
Fe59Mo17C24,True,11,3
Fe59Ni25B16,True,11,3
Fe5Co3B2,True,8,3
Fe5Cu16Ag29,False,11,3
Fe5Ni11P4,True,9,3
Fe5Ni3B2,True,8,3
Fe6.7Si16.5Pd76.8,True,17,3
Fe60.1Ni16.9B23,True,15,3
Fe60B7F33,False,9,3
Fe61.5Ni22B16.5,True,15,3
Fe61B39,True,7,2
Fe61Co22B17,True,11,3
Fe61Ni20B19,True,11,3
Fe61Ni25B14,True,11,3
Fe63B37,True,7,2
Fe63Cu20Ag17,False,12,3
Fe63Mo17C20,True,11,3
Fe63Ni20B17,True,11,3
Fe63Ni25B12,False,11,3
Fe64B29N7,True,9,3
Fe64Co19B17,True,11,3
Fe65B17.5F17.5,True,14,3
Fe65B22.5F12.5,True,14,3
Fe65B31.5F3.5,True,13,3
Fe65Si12.5C22.5,True,15,3
Fe65Si17.5C17.5,True,15,3
Fe65Si22.5C12.5,True,15,3
Fe66.4Ni16.6B17,True,15,3
Fe66.5Co16.5B17,True,15,3
Fe67(Cu5B6)3,False,12,3
Fe67(Ni5B6)3,True,12,3
Fe67.5Si10B22.5,True,15,3
Fe67.5Si12.5B20,True,15,3
Fe67.5Si15B17.5,True,15,3
Fe67.5Si17.5B15,True,15,3
Fe67Cu10Ag23,False,12,3
Fe67Mo17C16,True,11,3
Fe67Ni25B8,False,10,3
Fe67Si13B20,True,11,3
Fe69B16Mo15,True,11,3
Fe69Cu15B16,False,11,3
Fe69Ni15B16,True,11,3
Fe69Ni25B6,False,10,3
Fe69Si7B24,True,10,3
Fe6B9Mo85,True,9,3
Fe6B9W85,True,8,3
Fe6Co77B17,True,10,3
Fe6Co85B9,True,9,3
Fe6Cu19,False,7,2
Fe6Ni85B9,True,9,3
Fe70(Si3B7)3,True,12,3
Fe70Si12.5B17.5,True,15,3
Fe70Si12.5C17.5,True,15,3
Fe70Si13B17,True,11,3
Fe70Si17.5B12.5,True,15,3
Fe70Si17.5C12.5,True,15,3
Fe70Si7.5B22.5,True,14,3
Fe71.5Co11.5B17,True,15,3
Fe71B14Mo15,True,11,3
Fe71B29,True,7,2
Fe71Cu15B14,False,11,3
Fe71Mo17C12,True,11,3
Fe71Ni15B14,True,11,3
Fe71Ni25B4,False,10,3
Fe71Si7B22,True,10,3
Fe72(SiB3)7,True,11,3
Fe72.5P10C17.5,True,14,3
Fe72.5P12.5C15,True,14,3
Fe72.5P15C12.5,True,14,3
Fe72.5P17.5C10,True,14,3
Fe72.5P20C7.5,True,13,3
Fe72.5Si10B17.5,True,15,3
Fe72.5Si12.5B15,True,15,3
Fe72.5Si15B12.5,True,15,3
Fe72.5Si17.5B10,True,15,3
Fe72.5Si5B22.5,True,14,3
Fe72.5Si7.5B20,True,14,3
Fe72Si13B15,True,11,3
Fe73(B4Mo5)3,True,12,3
Fe73(Cu5B4)3,False,12,3
Fe73(Ni5B4)3,True,12,3
Fe73(SiB8)3,False,11,3
Fe73.5B20W6.5,True,13,3
Fe73B20Mo7,True,10,3
Fe73Co10B17,True,11,3
Fe73Ni10B17,True,11,3
Fe73Ni25B2,False,10,3
Fe73Si9.5B17.5,True,14,3
Fe73W10C17,False,10,3
Fe74.5Si10.5B15,True,15,3
Fe74.5Si18B7.5,False,14,3
Fe74.8Si13B12.2,True,15,3
Fe74.9Si7.3B17.8,True,16,3
Fe74Mo9P17,True,10,3
Fe75.3Si9.7B15,True,14,3
Fe75.5Co7.5B17,True,14,3
Fe75B11P14,False,10,3
Fe75B18F7,True,9,3
Fe75B19P6,False,9,3
Fe75B21P4,True,9,3
Fe75Mo17C8,True,10,3
Fe75P12.5C12.5,True,14,3
Fe75P17.5C7.5,True,13,3
Fe75P7.5C17.5,True,13,3
Fe75Si12.5B12.5,True,15,3
Fe75Si12B13,True,11,3
Fe75Si13B12,True,11,3
Fe75Si17.5B7.5,True,14,3
Fe75Si3B22,True,10,3
Fe75Si4B21,True,10,3
Fe75Si7.5B17.5,True,14,3
Fe76(P5C3)3,True,11,3
Fe76Mo7P17,True,10,3
Fe76Ni5B19,True,10,3
Fe77.5B20W2.5,True,13,3
Fe77.5B22.5,True,11,2
Fe77.5P10C12.5,True,14,3
Fe77.5P12.5C10,True,14,3
Fe77.5P15C7.5,True,13,3
Fe77.5P16C6.5,True,13,3
Fe77.5P17.5C5,True,13,3
Fe77.5P5C17.5,False,13,3
Fe77.5P7.5C15,True,13,3
Fe77.5Si10B12.5,True,15,3
Fe77.5Si12.5B10,True,15,3
Fe77.5Si13.5B9,True,14,3
Fe77.5Si15B7.5,True,14,3
Fe77.5Si2.5B20,True,14,3
Fe77.5Si5B17.5,True,14,3
Fe77.5Si7.5B15,True,14,3
Fe77B10F13,True,10,3
Fe77B13P10,True,10,3
Fe77B15P8,True,9,3
Fe77B17P6,True,9,3
Fe77B19P4,False,9,3
Fe77B20Mo3,True,10,3
Fe77B8Mo15,False,10,3
Fe77Co6B17,True,10,3
Fe77Cu15B8,False,10,3
Fe77Cu5B18,False,10,3
Fe77Ni15B8,False,10,3
Fe77Ni5B18,True,10,3
Fe77P15C8,True,9,3
Fe77Si11B12,True,11,3
Fe78.5B20F1.5,True,13,3
Fe78.5P15C6.5,True,13,3
Fe78.5Si9B12.5,True,14,3
Fe78B17C5,True,9,3
Fe78B9P13,True,9,3
Fe78Si15B7,True,10,3
Fe78Si7.5B14.5,True,14,3
Fe78Si7B15,True,10,3
Fe79(B2C)7,True,10,3
Fe79(B2Mo5)3,False,12,3
Fe79(B2P)7,True,10,3
Fe79(B2P5)3,True,11,3
Fe79(B2W)7,True,10,3
Fe79(B3P4)3,True,11,3
Fe79(B4C3)3,True,11,3
Fe79(B4P3)3,True,11,3
Fe79(B5P2)3,True,11,3
Fe79(B6C)3,True,10,3
Fe79(B6P)3,False,10,3
Fe79(BP2)7,True,10,3
Fe79(BP6)3,True,10,3
Fe79(Cu5B2)3,False,12,3
Fe79(Ni5B2)3,False,12,3
Fe79(SiB2)7,True,11,3
Fe79(W2C)7,False,10,3
Fe79.5Cu0.5B20,True,14,3
Fe79.5Si3.5B17,True,14,3
Fe79B10F11,True,10,3
Fe79B10P11,True,10,3
Fe79B11P10,True,10,3
Fe79B13P8,True,9,3
Fe79B16Mo5,True,10,3
Fe79B16P5,True,9,3
Fe79B17P4,True,9,3
Fe79B20Mo,True,9,3
Fe79B20W,True,8,3
Fe79B21,True,7,2
Fe79B8P13,True,9,3
Fe79Co4B17,True,10,3
Fe79Cu5B16,False,10,3
Fe79CuB20,False,9,3
Fe79Ni5B16,True,10,3
Fe79W16C5,False,9,3
Fe7B2Mo,True,7,3
Fe7BMo2,True,7,3
Fe7CoB2,True,7,3
Fe7CuB2,False,7,3
Fe7Ni2B,False,7,3
Fe7Ni76B17,True,10,3
Fe7Ni7B6,True,8,3
Fe7Ni9B4,True,8,3
Fe7Ni9P4,True,8,3
Fe7NiB2,True,7,3
Fe7Si20Pd73,True,11,3
Fe7Si2B,True,7,3
Fe7Si2C,True,7,3
Fe7SiB2,True,7,3
Fe7SiC2,True,7,3
Fe7WC2,False,6,3
Fe80.5B17Mo2.5,True,14,3
Fe80.5B17W2.5,True,13,3
Fe80.5Ni2.5B17,True,14,3
Fe80.5P13C6.5,True,13,3
Fe80.5P15C4.5,True,13,3
Fe80B11C9,True,9,3
Fe80B11P9,True,9,3
Fe80B13C7,True,9,3
Fe80B13P7,True,9,3
Fe80B17C3,True,9,3
Fe80B17P3,False,9,3
Fe80B7P13,True,9,3
Fe80B9C11,True,9,3
Fe80B9P11,True,9,3
Fe80Co3B17,True,10,3
Fe80Ni3B17,True,10,3
Fe80P12.5C7.5,True,13,3
Fe80P13C7,True,9,3
Fe80P17.5C2.5,True,13,3
Fe80P7.5C12.5,True,13,3
Fe80Si10.5P9.5,True,14,3
Fe80Si11B9,False,10,3
Fe80Si12.5B7.5,True,14,3
Fe80Si2.5B17.5,True,14,3
Fe80Si2.5P17.5,True,14,3
Fe80Si3B17,True,10,3
Fe80Si7.5B12.5,True,14,3
Fe80Si7P13,True,10,3
Fe80Si9P11,True,10,3
Fe81.5B18.5,True,11,2
Fe81.5Cu0.5B18,True,14,3
Fe81.5Cu1.5B17,True,14,3
Fe81.5P15C3.5,True,13,3
Fe81.5Si12.5B6,False,14,3
Fe81.5Si4B14.5,True,14,3
Fe81B10C9,True,9,3
Fe81B10P9,True,9,3
Fe81B12C7,True,9,3
Fe81B12Mo7,True,10,3
Fe81B12P7,True,9,3
Fe81B12W7,True,9,3
Fe81B14C5,True,9,3
Fe81B14Mo5,True,10,3
Fe81B14P5,True,9,3
Fe81B16C3,True,9,3
Fe81B16P3,True,9,3
Fe81B17F2,True,9,3
Fe81B19,True,7,2
Fe81B4Mo15,False,10,3
Fe81B6P13,True,9,3
Fe81B7P12,True,9,3
Fe81B8P11,True,9,3
Fe81B9P10,True,9,3
Fe81Co2B17,True,10,3
Fe81Cu3B16,False,10,3
Fe81Cu5B14,False,10,3
Fe81CuB18,False,9,3
Fe81Ni15B4,False,10,3
Fe81Ni3B16,True,10,3
Fe81Ni5B14,True,10,3
Fe81Si4B15,True,10,3
Fe82(BC)9,True,9,3
Fe82(BP)9,True,9,3
Fe82(SiB5)3,True,11,3
Fe82.5B17.5,True,11,2
Fe82.5P10C7.5,False,13,3
Fe82.5P12.5C5,False,13,3
Fe82.5P15C2.5,True,13,3
Fe82.5P7.5C10,False,13,3
Fe82.5Si10B7.5,False,14,3
Fe82.5Si5B12.5,True,14,3
Fe82B11C7,True,9,3
Fe82B7P11,True,9,3
Fe82CoB17,True,9,3
Fe82P11.5C6.5,True,13,3
Fe82Si5B13,True,10,3
Fe82SiB17,True,9,3
Fe82Sn1.5B16.5,True,14,3
Fe83.5Cu0.5B16,True,14,3
Fe83.5Si6.5B10,False,14,3
Fe83B10C7,True,9,3
Fe83B10P7,True,9,3
Fe83B12C5,True,9,3
Fe83B12Mo5,True,10,3
Fe83B12P5,True,9,3
Fe83B14C3,True,9,3
Fe83B14P3,True,9,3
Fe83B17,True,7,2
Fe83B2.3P14.7,True,13,3
Fe83B2Mo15,False,10,3
Fe83B3P14,False,9,3
Fe83B5P12,True,9,3
Fe83B6P11,True,9,3
Fe83B7P10,True,9,3
Fe83B8C9,True,8,3
Fe83B8P9,True,8,3
Fe83B9Mo8,False,9,3
Fe83Cu3B14,False,10,3
Fe83Cu5B12,False,10,3
Fe83CuB16,False,9,3
Fe83Ni15B2,False,10,3
Fe83Ni3B14,True,10,3
Fe83Ni5B12,False,10,3
Fe83NiB16,True,9,3
Fe83Si11B6,False,10,3
Fe83Si2B15,True,10,3
Fe83Si3B14,True,10,3
Fe83Si4B13,True,10,3
Fe83Si5B12,True,10,3
Fe83Si7B10,False,10,3
Fe83Si8B9,False,9,3
Fe83SiB16,True,9,3
Fe84B11C5,True,9,3
Fe84B5P11,False,9,3
Fe84B7P9,False,8,3
Fe84Si3B13,True,10,3
Fe84SiB15,True,9,3
Fe85(B4C)3,True,10,3
Fe85(CuB4)3,False,11,3
Fe85(NiB4)3,False,11,3
Fe85.5Cu0.5B14,True,14,3
Fe85B11P4,False,9,3
Fe85B7Mo8,False,9,3
Fe85B8C7,True,8,3
Fe85CuB14,False,9,3
Fe85NiB14,True,9,3
Fe85P12.5C2.5,False,13,3
Fe85P7.5C7.5,False,12,3
Fe85Si2B13,False,10,3
Fe86(BC)7,True,9,3
Fe86.5Cu0.5B13,True,14,3
Fe87B13,True,7,2
Fe87B8Mo5,False,9,3
Fe87Cu3B10,False,10,3
Fe87Cu5B8,False,9,3
Fe87CuB12,False,9,3
Fe87Ni5B8,False,9,3
Fe87NiB12,False,9,3
Fe89B6F5,False,8,3
Fe89B6Mo5,False,9,3
Fe89Cu3B8,False,9,3
Fe89Cu5B6,False,9,3
Fe89CuB10,False,9,3
Fe89Ni3B8,False,9,3
Fe89Ni5B6,False,9,3
Fe89NiB10,False,9,3
Fe8BC,True,5,3
Fe8BMo,True,6,3
Fe8BP,True,5,3
Fe8Co75B17,True,10,3
Fe8CuB,False,6,3
Fe8GeB,True,6,3
Fe8NiB,True,6,3
Fe8PC,True,5,3
Fe8SiB,True,6,3
Fe8SiP,True,6,3
Fe9(BN)8,True,8,3
Fe91(CuB2)3,False,11,3
Fe91B4Mo5,False,9,3
Fe91B7F2,False,8,3
Fe91B9,True,6,2
Fe91Cu5B4,False,9,3
Fe91CuB8,False,8,3
Fe91Ni5B4,False,9,3
Fe91NiB8,False,8,3
Fe93B2Mo5,False,9,3
Fe93CuB6,False,8,3
Fe93Ni3B4,False,9,3
Fe93NiB6,False,8,3
Fe95CuB4,False,8,3
Fe95NiB4,False,8,3
Fe9Ag11,False,7,2
FeAg,False,4,2
FeB5Mo14,True,8,3
FeB5W14,True,7,3
FeCo14B5,True,8,3
FeCo15B4,True,8,3
FeCo3B,True,6,3
FeCo7B2,True,7,3
FeCu33Ag16,False,10,3
FeCu9,False,5,2
FeNi,True,4,2
FeNi14B5,True,8,3
FeNi15P4,True,8,3
FeNi3B,True,6,3
FeNi3P,True,6,3
FeNi79P20,True,9,3
FeNi7P2,True,7,3
Ga10Fe73B17,True,11,3
Ga2Fe81B17,True,10,3
Ga4Fe79B17,True,10,3
Ga6Fe77B17,True,10,3
Ga8Fe75B17,True,10,3
Gd0.3Zr10Fe89.7,True,15,3
Gd11Al5Ni4,True,10,3
Gd11Al9,True,7,2
Gd12.9Co73Mo14.1,True,16,3
Gd14Co70.6Mo15.4,True,16,3
Gd14Si11,True,8,2
Gd19.4Co72.8Mo7.8,True,17,3
Gd2(Al5Ni)3,True,11,3
Gd2Al17Ni,True,9,3
Gd2Al23,True,7,2
Gd2Al7Ni,False,8,3
Gd33.3Al33.4Fe33.3,True,18,3
Gd3Al13Cu4,True,10,3
Gd3Al13Ni4,True,10,3
Gd3Al14Ni3,True,10,3
Gd3Al15Ni2,False,10,3
Gd3Al16Ni,False,9,3
Gd3Al17,False,7,2
Gd3Al2,True,6,2
Gd3Al22,True,7,2
Gd3Al47,False,7,2
Gd3Au,True,5,2
Gd3Zr5Fe42,False,10,3
Gd5(Al14Ni)3,True,12,3
Gd5.5Al89Fe5.5,True,14,3
Gd5Al37Ni8,True,10,3
Gd5Al83Ni12,True,11,3
Gd5Al87Ni8,True,10,3
Gd6.4Al87.2Fe6.4,True,16,3
Gd67.5B10Au22.5,True,15,3
Gd6Al39Ni5,True,10,3
Gd7(Al29Ni2)3,True,13,3
Gd7.3Al85.4Fe7.3,True,16,3
Gd7Al83Ni10,True,11,3
Gd8.2Al83.6Fe8.2,True,16,3
Gd8.4Co75.6Mo16,True,15,3
Gd8Al85Ni7,True,10,3
Gd9.1Al81.8Fe9.1,True,16,3
Gd9Al11,True,7,2
Gd9Al81Ni10,True,11,3
Gd9Al83Ni8,True,10,3
Gd9Al85Ni6,True,10,3
GdAl,True,4,2
GdAl15Ni4,False,9,3
GdAl16Ni3,True,9,3
GdAl17Ni2,True,9,3
GdAl18Ni,True,8,3
GdAl3Ni,False,7,3
GdAl7Ni2,True,8,3
GdAl8Fe,True,7,3
GdAl8Ni,True,7,3
GdAl9,True,5,2
GdZr5Fe44,True,9,3
Ge21Pd79,True,8,2
Hf(Cu2Ni)3,False,10,3
Hf(CuNi)2,True,9,3
Hf(CuNi2)3,False,10,3
Hf10Cu7Ni3,True,10,3
Hf10Nb7Si3,True,10,3
Hf10V7Si3,True,9,3
Hf11(Cu2Ni)3,True,12,3
Hf11(CuNi2)3,True,12,3
Hf11(Nb2Si)3,True,12,3
Hf11(V2Si)3,True,11,3
Hf11(Zr2Si)3,True,12,3
Hf11Cu4Ni5,True,10,3
Hf11Cu5Ni4,True,10,3
Hf11Fe54.9O34.1,False,15,3
Hf11TaFe38,True,10,3
Hf12.2Fe51.5O36.3,False,17,3
Hf12Nb5Si3,True,10,3
Hf12V5Si3,True,9,3
Hf13.7Fe50.2O36.1,True,17,3
Hf13Al2Cu5,True,10,3
Hf13Al2Ni5,True,10,3
Hf13Cu4Ni3,True,10,3
Hf13Nb4Si3,True,10,3
Hf13Ta17Fe70,True,12,3
Hf13V4Si3,True,9,3
Hf14(NbSi)3,True,11,3
Hf14(VSi)3,True,10,3
Hf15.2Zr60.8Fe24,True,16,3
Hf15Cu2Ni3,True,10,3
Hf15Cu4Ni,False,9,3
Hf15Nb2Si3,True,10,3
Hf15V2Si3,True,9,3
Hf16NbSi3,True,9,3
Hf16VSi3,True,8,3
Hf17Si3,True,7,2
Hf18.2Fe46.2O35.6,True,17,3
Hf19(TaFe8)9,True,12,3
Hf2(Zr5Si)3,True,11,3
Hf2.1Fe88.4O9.5,False,15,3
Hf21Nb22Cu57,True,12,3
Hf22.8Zr53.2Fe24,True,16,3
Hf23Nb20Cu57,True,12,3
Hf25Zr32Be43,True,12,3
Hf28(Nb5Cu19)3,True,14,3
Hf28.8Nb33Cu38.2,True,16,3
Hf2Cu2Ni,True,8,3
Hf2Cu3,True,6,2
Hf2Cu3Ni5,True,9,3
Hf2Cu5Ni3,True,9,3
Hf2Cu7Ni,False,8,3
Hf2CuNi,True,7,3
Hf2CuNi2,True,8,3
Hf2CuNi7,True,8,3
Hf2Ni3,True,6,2
Hf2Ta3Fe5,True,9,3
Hf2Ta7Fe16,True,10,3
Hf30.1Nb30Cu39.9,True,16,3
Hf32.3Nb25Cu42.7,True,16,3
Hf33Nb10Cu57,True,12,3
Hf34.2Zr41.8Fe24,True,16,3
Hf34.4Nb20Cu45.6,True,16,3
Hf36.6Nb15Cu48.4,True,16,3
Hf37Fe63,True,8,2
Hf38.7Nb10Cu51.3,True,16,3
Hf38Nb5Cu57,True,11,3
Hf3Cu2,True,6,2
Hf3Cu2Ni5,True,9,3
Hf3Cu3Ni4,True,9,3
Hf3Cu4Ni3,True,9,3
Hf3Cu5Ni2,True,9,3
Hf3Cu6Ni,True,8,3
Hf3Cu7,True,6,2
Hf3CuNi,True,7,3
Hf3CuNi6,True,8,3
Hf3Ni2,True,6,2
Hf3Ni7,True,6,2
Hf3Ta2Fe5,True,9,3
Hf4(CuNi)3,True,10,3
Hf40.9Nb5Cu54.1,True,15,3
Hf41Nb44Si15,True,12,3
Hf42.6Nb1Cu56.4,True,15,3
Hf42Nb43Si15,True,12,3
Hf42NbCu57,True,10,3
Hf43(Nb14Si5)3,True,14,3
Hf44Nb41Si15,True,12,3
Hf46(Nb13Si5)3,True,14,3
Hf47Nb38Si15,True,12,3
Hf48Nb37Si15,True,12,3
Hf49(Nb12Si5)3,True,14,3
Hf4Cu5Ni,True,8,3
Hf4CuNi5,True,8,3
Hf4Ta31Fe65,True,11,3
Hf4TaFe5,True,8,3
Hf4Zr13Si3,True,10,3
Hf51Nb34Si15,True,12,3
Hf51V34Si15,True,11,3
Hf52(Nb11Si5)3,True,14,3
Hf52(V11Si5)3,True,13,3
Hf53Nb32Si15,True,12,3
Hf53V32Si15,True,11,3
Hf54Nb31Si15,True,12,3
Hf54V31Si15,True,11,3
Hf54Zr3Be43,True,11,3
Hf56Nb29Si15,True,12,3
Hf56V29Si15,True,11,3
Hf57Nb28Si15,True,12,3
Hf57V28Si15,True,11,3
Hf58(Nb9Si5)3,True,13,3
Hf58(V9Si5)3,True,12,3
Hf59Nb26Si15,True,12,3
Hf59V26Si15,True,11,3
Hf5Cu2Ni3,True,9,3
Hf5Cu3Ni2,True,9,3
Hf5Cu4Ni,True,8,3
Hf5CuNi4,True,8,3
Hf5Zr52Be43,True,11,3
Hf61(Nb8Si5)3,True,13,3
Hf61(V8Si5)3,True,12,3
Hf62Nb23Si15,True,12,3
Hf62V23Si15,True,11,3
Hf63Nb22Si15,True,12,3
Hf63V22Si15,True,11,3
Hf64(Nb7Si5)3,True,13,3
Hf64(V7Si5)3,True,12,3
Hf66Nb19Si15,True,12,3
Hf66V19Si15,True,11,3
Hf67(Co10P)3,True,12,3
Hf67(Co8Si3)3,True,13,3
Hf67(Nb6Si5)3,True,13,3
Hf67(Ni9P2)3,True,12,3
Hf67(V6Si5)3,True,12,3
Hf67Co33,True,8,2
Hf67Ni33,True,8,2
Hf68Nb17Si15,True,12,3
Hf68V17Si15,True,11,3
Hf69Nb16Si15,True,12,3
Hf69V16Si15,True,11,3
Hf6Cu3Ni,True,8,3
Hf6CuNi3,True,8,3
Hf6Zr11Si3,True,10,3
Hf7(Fe27B4)3,True,12,3
Hf7(Fe29B2)3,True,12,3
Hf7.6Zr68.4Fe24,True,15,3
Hf71Nb14Si15,True,12,3
Hf71V14Si15,True,11,3
Hf72Nb13Si15,True,12,3
Hf72V13Si15,True,11,3
Hf73(Nb4Si5)3,True,13,3
Hf73(V4Si5)3,True,12,3
Hf74Nb11Si15,True,12,3
Hf74V11Si15,True,11,3
Hf76(Nb3Si5)3,True,13,3
Hf76(V3Si5)3,True,12,3
Hf77Nb8Si15,True,11,3
Hf77V8Si15,True,10,3
Hf78Nb7Si15,True,11,3
Hf78V7Si15,True,10,3
Hf79(Nb2Si5)3,True,13,3
Hf79(V2Si5)3,True,12,3
Hf7Cu2Ni,True,8,3
Hf7Cu3,True,6,2
Hf7CuNi2,True,8,3
Hf7Fe77B16,True,10,3
Hf7Fe85B8,True,9,3
Hf7Fe89B4,True,9,3
Hf7Fe91B2,True,9,3
Hf7Ni3,True,6,2
Hf8(Nb3Si)3,True,11,3
Hf8(Zr3Si)3,True,11,3
Hf81Nb4Si15,True,11,3
Hf81V4Si15,True,10,3
Hf82(NbSi5)3,True,12,3
Hf82(VSi5)3,True,11,3
Hf83Nb2Si15,True,11,3
Hf83V2Si15,True,10,3
Hf84NbSi15,True,10,3
Hf84VSi15,True,9,3
Hf8CuNi,False,7,3
Hf9.5Fe48.9O41.6,False,16,3
Hf9.8Fe87.9B2.3,True,15,3
Hf9Cu6Ni5,True,9,3
Hf9Cu7Ni4,True,9,3
Hf9Cu8Ni3,True,9,3
Hf9Nb8Si3,True,9,3
HfCu,True,4,2
HfCu2Ni7,False,8,3
HfCu3Ni,True,7,3
HfCu4Ni5,False,8,3
HfCu5Ni4,False,8,3
HfCu7Ni2,False,8,3
HfCuNi3,True,7,3
HfFe,True,4,2
HfNi,True,4,2
HfTa4Fe5,True,8,3
Ho(Fe5B)4,True,9,3
Ho2Fe19B4,True,9,3
HoFe41B8,True,8,3
La(Al2Ni)3,False,10,3
La(Al6Ni)7,True,10,3
La(AlCu)2,False,9,3
La(AlCu2)3,False,10,3
La(AlNi)2,True,9,3
La(AlNi2)3,False,10,3
La(Mg2Cu)3,True,10,3
La(Mg2Ni)3,True,10,3
La(MgCu)2,True,9,3
La(MgNi)2,True,9,3
La0.3Zr10Fe89.7,True,15,3
La10Al14Ni,True,10,3
La10Al3Ni7,True,10,3
La10Al7Cu3,True,10,3
La10Al7Ni3,True,10,3
La11(Al2Cu)3,True,12,3
La11(Al2Ni)3,True,12,3
La11(AlNi2)3,True,12,3
La11Al2Ni7,True,10,3
La11Al4Cu5,True,10,3
La11Al4Ni5,True,10,3
La11Al5Ag4,True,10,3
La11Al5Au4,True,10,3
La11Al5Co4,True,10,3
La11Al5Cr4,True,10,3
La11Al5Cu4,True,10,3
La11Al5Fe4,True,10,3
La11Al5Ni4,True,10,3
La11Al5Pt4,True,10,3
La11Al5Zn4,True,10,3
La11Al7Cu2,True,10,3
La11Al7Ni2,True,10,3
La11Al8Ni,True,9,3
La11AlNi8,True,9,3
La11Cu44.5Au44.5,True,16,3
La11Mn4Al5,True,10,3
La12Al3Cu5,True,10,3
La12Al3Ni5,True,10,3
La12Al5Cu3,True,10,3
La12Al5Ni3,True,10,3
La12Al7Ni,True,9,3
La12Mg5Ni8,True,10,3
La12Ni13,True,8,2
La13(Al25Ni4)3,True,14,3
La13(Al27Ni2)3,True,14,3
La13Al2Ni5,True,10,3
La13Al3Ni4,True,10,3
La13Al4Ni3,True,10,3
La13Al5Cu2,True,10,3
La13Al5Ni2,True,10,3
La13Al6Ni,True,9,3
La13Al71Ni16,True,12,3
La13Al73Ni14,True,12,3
La13Al77Ni10,True,12,3
La13Al79Ni8,True,11,3
La13Al83Ni4,True,11,3
La13Al85Ni2,True,11,3
La13AlNi6,True,9,3
La14(AlNi)3,True,11,3
La14Al5Ni,True,9,3
La14Al69Ni17,True,12,3
La15Al2Ni3,True,10,3
La15Al3Ni2,True,10,3
La15Al3Ni32,True,11,3
La15Al4Ni,True,9,3
La15AlNi4,True,9,3
La16Al3Ni,True,9,3
La16Al3Ni31,True,11,3
La16Al67Ni17,True,12,3
La17AlNi2,True,9,3
La18Al65Ni17,True,12,3
La2(Al5Ni)3,True,11,3
La2(CuAu)9,True,10,3
La2(Mg5Cu)3,False,11,3
La2(Mg5Ni)3,True,11,3
La20Al21Ni59,True,12,3
La20Al63Ni17,True,12,3
La20AlNi29,True,10,3
La21Al28Ni,True,10,3
La21AlNi28,True,10,3
La22Al19Ni59,True,12,3
La22Al61Ni17,True,12,3
La22AlNi27,True,10,3
La24Al17Ni59,True,12,3
La24Al59Ni17,True,12,3
La26Al15Ni59,True,12,3
La26Al57Ni17,True,12,3
La27Al11Ni62,True,12,3
La27Al9Ni64,True,11,3
La28Al55Ni17,True,12,3
La2Al16Ni7,True,10,3
La2Al17Cu,True,9,3
La2Al17Ni,True,9,3
La2Al23,True,7,2
La2Al2Cu,False,8,3
La2Al2Ni,True,8,3
La2Al3,False,6,2
La2Al3Cu5,False,9,3
La2Al3Ni5,True,9,3
La2Al5Cu3,False,9,3
La2Al5Ni3,True,9,3
La2Al7Ni,False,8,3
La2AlCu,True,7,3
La2AlCu2,True,8,3
La2AlCu7,False,8,3
La2AlNi,True,7,3
La2AlNi2,True,8,3
